                                                                            D-MEM Bus &
Cycle:      IF      |     ID      |     EX      |     MEM     |     WB      Reg Result
   59:   28:subq    |  28:-       |  40:-       |  40:-       |  40:-       
   60:   32:-       |  28:subq    |  28:-       |  40:-       |  40:-       
   61:   32:-       |  32:-       |  28:subq    |  28:-       |  40:-       
   62:   32:-       |  32:-       |  32:-       |  28:subq    |  28:-       
   63:   32:-       |  32:-       |  32:-       |  32:-       |  28:subq    r2=8  
   64:   32:mulq    |  32:-       |  32:-       |  32:-       |  32:-       
   65:   36:-       |  32:mulq    |  32:-       |  32:-       |  32:-       
   66:   36:-       |  36:-       |  32:mulq    |  32:-       |  32:-       
   67:   36:-       |  36:-       |  36:-       |  32:mulq    |  32:-       
   68:   36:-       |  36:-       |  36:-       |  36:-       |  32:mulq    r3=16  
   69:   36:bne     |  36:-       |  36:-       |  36:-       |  36:-       
   70:   40:-       |  36:bne     |  36:-       |  36:-       |  36:-       
   71:   40:-       |  40:-       |  36:bne     |  36:-       |  36:-       
   72:   40:-       |  40:-       |  40:-       |  36:bne     |  36:-       
   73:   28:-       |  40:-       |  40:-       |  40:-       |  36:bne     
   74:   28:subq    |  28:-       |  40:-       |  40:-       |  40:-       
   75:   32:-       |  28:subq    |  28:-       |  40:-       |  40:-       
   76:   32:-       |  32:-       |  28:subq    |  28:-       |  40:-       
   77:   32:-       |  32:-       |  32:-       |  28:subq    |  28:-       
   78:   32:-       |  32:-       |  32:-       |  32:-       |  28:subq    r2=7  
   79:   32:mulq    |  32:-       |  32:-       |  32:-       |  32:-       
   80:   36:-       |  32:mulq    |  32:-       |  32:-       |  32:-       
   81:   36:-       |  36:-       |  32:mulq    |  32:-       |  32:-       
   82:   36:-       |  36:-       |  36:-       |  32:mulq    |  32:-       
   83:   36:-       |  36:-       |  36:-       |  36:-       |  32:mulq    r3=256  
   84:   36:bne     |  36:-       |  36:-       |  36:-       |  36:-       
   85:   40:-       |  36:bne     |  36:-       |  36:-       |  36:-       
   86:   40:-       |  40:-       |  36:bne     |  36:-       |  36:-       
   87:   40:-       |  40:-       |  40:-       |  36:bne     |  36:-       
   88:   28:-       |  40:-       |  40:-       |  40:-       |  36:bne     
   89:   28:subq    |  28:-       |  40:-       |  40:-       |  40:-       
   90:   32:-       |  28:subq    |  28:-       |  40:-       |  40:-       
   91:   32:-       |  32:-       |  28:subq    |  28:-       |  40:-       
   92:   32:-       |  32:-       |  32:-       |  28:subq    |  28:-       
   93:   32:-       |  32:-       |  32:-       |  32:-       |  28:subq    r2=6  
   94:   32:mulq    |  32:-       |  32:-       |  32:-       |  32:-       
   95:   36:-       |  32:mulq    |  32:-       |  32:-       |  32:-       
   96:   36:-       |  36:-       |  32:mulq    |  32:-       |  32:-       
   97:   36:-       |  36:-       |  36:-       |  32:mulq    |  32:-       
   98:   36:-       |  36:-       |  36:-       |  36:-       |  32:mulq    r3=65536  
   99:   36:bne     |  36:-       |  36:-       |  36:-       |  36:-       
  100:   40:-       |  36:bne     |  36:-       |  36:-       |  36:-       
  101:   40:-       |  40:-       |  36:bne     |  36:-       |  36:-       
  102:   40:-       |  40:-       |  40:-       |  36:bne     |  36:-       
  103:   28:-       |  40:-       |  40:-       |  40:-       |  36:bne     
  104:   28:subq    |  28:-       |  40:-       |  40:-       |  40:-       
  105:   32:-       |  28:subq    |  28:-       |  40:-       |  40:-       
  106:   32:-       |  32:-       |  28:subq    |  28:-       |  40:-       
  107:   32:-       |  32:-       |  32:-       |  28:subq    |  28:-       
  108:   32:-       |  32:-       |  32:-       |  32:-       |  28:subq    r2=5  
  109:   32:mulq    |  32:-       |  32:-       |  32:-       |  32:-       
  110:   36:-       |  32:mulq    |  32:-       |  32:-       |  32:-       
  111:   36:-       |  36:-       |  32:mulq    |  32:-       |  32:-       
  112:   36:-       |  36:-       |  36:-       |  32:mulq    |  32:-       
  113:   36:-       |  36:-       |  36:-       |  36:-       |  32:mulq    r3=0x10  
  114:   36:bne     |  36:-       |  36:-       |  36:-       |  36:-       
  115:   40:-       |  36:bne     |  36:-       |  36:-       |  36:-       
  116:   40:-       |  40:-       |  36:bne     |  36:-       |  36:-       
  117:   40:-       |  40:-       |  40:-       |  36:bne     |  36:-       
  118:   28:-       |  40:-       |  40:-       |  40:-       |  36:bne     
  119:   28:subq    |  28:-       |  40:-       |  40:-       |  40:-       
  120:   32:-       |  28:subq    |  28:-       |  40:-       |  40:-       
  121:   32:-       |  32:-       |  28:subq    |  28:-       |  40:-       
  122:   32:-       |  32:-       |  32:-       |  28:subq    |  28:-       
  123:   32:-       |  32:-       |  32:-       |  32:-       |  28:subq    r2=4  
  124:   32:mulq    |  32:-       |  32:-       |  32:-       |  32:-       
  125:   36:-       |  32:mulq    |  32:-       |  32:-       |  32:-       
  126:   36:-       |  36:-       |  32:mulq    |  32:-       |  32:-       
  127:   36:-       |  36:-       |  36:-       |  32:mulq    |  32:-       
  128:   36:-       |  36:-       |  36:-       |  36:-       |  32:mulq    r3=0  
  129:   36:bne     |  36:-       |  36:-       |  36:-       |  36:-       
  130:   40:-       |  36:bne     |  36:-       |  36:-       |  36:-       
  131:   40:-       |  40:-       |  36:bne     |  36:-       |  36:-       
  132:   40:-       |  40:-       |  40:-       |  36:bne     |  36:-       
  133:   28:-       |  40:-       |  40:-       |  40:-       |  36:bne     
  134:   28:subq    |  28:-       |  40:-       |  40:-       |  40:-       
  135:   32:-       |  28:subq    |  28:-       |  40:-       |  40:-       
  136:   32:-       |  32:-       |  28:subq    |  28:-       |  40:-       
  137:   32:-       |  32:-       |  32:-       |  28:subq    |  28:-       
  138:   32:-       |  32:-       |  32:-       |  32:-       |  28:subq    r2=3  
  139:   32:mulq    |  32:-       |  32:-       |  32:-       |  32:-       
  140:   36:-       |  32:mulq    |  32:-       |  32:-       |  32:-       
  141:   36:-       |  36:-       |  32:mulq    |  32:-       |  32:-       
  142:   36:-       |  36:-       |  36:-       |  32:mulq    |  32:-       
  143:   36:-       |  36:-       |  36:-       |  36:-       |  32:mulq    r3=0  
  144:   36:bne     |  36:-       |  36:-       |  36:-       |  36:-       
  145:   40:-       |  36:bne     |  36:-       |  36:-       |  36:-       
  146:   40:-       |  40:-       |  36:bne     |  36:-       |  36:-       
  147:   40:-       |  40:-       |  40:-       |  36:bne     |  36:-       
  148:   28:-       |  40:-       |  40:-       |  40:-       |  36:bne     
  149:   28:subq    |  28:-       |  40:-       |  40:-       |  40:-       
  150:   32:-       |  28:subq    |  28:-       |  40:-       |  40:-       
  151:   32:-       |  32:-       |  28:subq    |  28:-       |  40:-       
  152:   32:-       |  32:-       |  32:-       |  28:subq    |  28:-       
  153:   32:-       |  32:-       |  32:-       |  32:-       |  28:subq    r2=2  
  154:   32:mulq    |  32:-       |  32:-       |  32:-       |  32:-       
  155:   36:-       |  32:mulq    |  32:-       |  32:-       |  32:-       
  156:   36:-       |  36:-       |  32:mulq    |  32:-       |  32:-       
  157:   36:-       |  36:-       |  36:-       |  32:mulq    |  32:-       
  158:   36:-       |  36:-       |  36:-       |  36:-       |  32:mulq    r3=0  
  159:   36:bne     |  36:-       |  36:-       |  36:-       |  36:-       
  160:   40:-       |  36:bne     |  36:-       |  36:-       |  36:-       
  161:   40:-       |  40:-       |  36:bne     |  36:-       |  36:-       
  162:   40:-       |  40:-       |  40:-       |  36:bne     |  36:-       
  163:   28:-       |  40:-       |  40:-       |  40:-       |  36:bne     
  164:   28:subq    |  28:-       |  40:-       |  40:-       |  40:-       
  165:   32:-       |  28:subq    |  28:-       |  40:-       |  40:-       
  166:   32:-       |  32:-       |  28:subq    |  28:-       |  40:-       
  167:   32:-       |  32:-       |  32:-       |  28:subq    |  28:-       
  168:   32:-       |  32:-       |  32:-       |  32:-       |  28:subq    r2=1  
  169:   32:mulq    |  32:-       |  32:-       |  32:-       |  32:-       
  170:   36:-       |  32:mulq    |  32:-       |  32:-       |  32:-       
  171:   36:-       |  36:-       |  32:mulq    |  32:-       |  32:-       
  172:   36:-       |  36:-       |  36:-       |  32:mulq    |  32:-       
  173:   36:-       |  36:-       |  36:-       |  36:-       |  32:mulq    r3=0  
  174:   36:bne     |  36:-       |  36:-       |  36:-       |  36:-       
  175:   40:-       |  36:bne     |  36:-       |  36:-       |  36:-       
  176:   40:-       |  40:-       |  36:bne     |  36:-       |  36:-       
  177:   40:-       |  40:-       |  40:-       |  36:bne     |  36:-       
  178:   28:-       |  40:-       |  40:-       |  40:-       |  36:bne     
  179:   28:subq    |  28:-       |  40:-       |  40:-       |  40:-       
  180:   32:-       |  28:subq    |  28:-       |  40:-       |  40:-       
  181:   32:-       |  32:-       |  28:subq    |  28:-       |  40:-       
  182:   32:-       |  32:-       |  32:-       |  28:subq    |  28:-       
  183:   32:-       |  32:-       |  32:-       |  32:-       |  28:subq    r2=0  
  184:   32:mulq    |  32:-       |  32:-       |  32:-       |  32:-       
  185:   36:-       |  32:mulq    |  32:-       |  32:-       |  32:-       
  186:   36:-       |  36:-       |  32:mulq    |  32:-       |  32:-       
  187:   36:-       |  36:-       |  36:-       |  32:mulq    |  32:-       
  188:   36:-       |  36:-       |  36:-       |  36:-       |  32:mulq    r3=0  
  189:   36:bne     |  36:-       |  36:-       |  36:-       |  36:-       
  190:   40:-       |  36:bne     |  36:-       |  36:-       |  36:-       
  191:   40:-       |  40:-       |  36:bne     |  36:-       |  36:-       
  192:   40:-       |  40:-       |  40:-       |  36:bne     |  36:-       
  193:   40:-       |  40:-       |  40:-       |  40:-       |  36:bne     
  194:   40:addq    |  40:-       |  40:-       |  40:-       |  40:-       
  195:   44:-       |  40:addq    |  40:-       |  40:-       |  40:-       
  196:   44:-       |  44:-       |  40:addq    |  40:-       |  40:-       BUS_LOAD  MEM[40] accepted 1
  197:   44:-       |  44:-       |  44:-       |  40:addq    |  40:-       
  198:   44:-       |  44:-       |  44:-       |  44:-       |  40:addq    r9=1  
  199:   44:-       |  44:-       |  44:-       |  44:-       |  44:-       
  200:   44:-       |  44:-       |  44:-       |  44:-       |  44:-       
  201:   44:halt    |  44:-       |  44:-       |  44:-       |  44:-       
  202:   48:-       |  44:halt    |  44:-       |  44:-       |  44:-       
  203:   48:-       |  48:-       |  44:halt    |  44:-       |  44:-       
  204:   48:-       |  48:-       |  48:-       |  44:halt    |  44:-       
  205:   48:-       |  48:-       |  48:-       |  48:-       |  44:halt    
