                                                                            D-MEM Bus &
Cycle:      IF      |     ID      |     EX      |     MEM     |     WB      Reg Result
    0:    4:-       |   0:-       |   0:-       |   0:-       |   0:-       
    1:    4:-       |   4:-       |   0:-       |   0:-       |   0:-       BUS_LOAD  MEM[0] accepted 1
    2:    4:-       |   4:-       |   4:-       |   0:-       |   0:-       
    3:    4:-       |   4:-       |   4:-       |   4:-       |   0:-       
    4:    4:-       |   4:-       |   4:-       |   4:-       |   4:-       
    5:    4:-       |   4:-       |   4:-       |   4:-       |   4:-       
    6:    4:lda     |   4:-       |   4:-       |   4:-       |   4:-       
    7:    8:-       |   4:lda     |   4:-       |   4:-       |   4:-       
    8:    8:-       |   8:-       |   4:lda     |   4:-       |   4:-       
    9:    8:-       |   8:-       |   8:-       |   4:lda     |   4:-       
   10:    8:-       |   8:-       |   8:-       |   8:-       |   4:lda     r3=4096  
   11:    8:nop     |   8:-       |   8:-       |   8:-       |   8:-       
   12:   12:-       |   8:nop     |   8:-       |   8:-       |   8:-       
   13:   12:-       |  12:-       |   8:nop     |   8:-       |   8:-       BUS_LOAD  MEM[8] accepted 1
   14:   12:-       |  12:-       |  12:-       |   8:nop     |   8:-       
   15:   12:-       |  12:-       |  12:-       |  12:-       |   8:nop     
   16:   12:-       |  12:-       |  12:-       |  12:-       |  12:-       
   17:   12:-       |  12:-       |  12:-       |  12:-       |  12:-       
   18:   12:nop     |  12:-       |  12:-       |  12:-       |  12:-       
   19:   16:-       |  12:nop     |  12:-       |  12:-       |  12:-       
   20:   16:-       |  16:-       |  12:nop     |  12:-       |  12:-       
   21:   16:-       |  16:-       |  16:-       |  12:nop     |  12:-       
   22:   16:-       |  16:-       |  16:-       |  16:-       |  12:nop     
   23:   16:nop     |  16:-       |  16:-       |  16:-       |  16:-       
   24:   20:-       |  16:nop     |  16:-       |  16:-       |  16:-       
   25:   20:-       |  20:-       |  16:nop     |  16:-       |  16:-       BUS_LOAD  MEM[16] accepted 1
   26:   20:-       |  20:-       |  20:-       |  16:nop     |  16:-       
   27:   20:-       |  20:-       |  20:-       |  20:-       |  16:nop     
   28:   20:-       |  20:-       |  20:-       |  20:-       |  20:-       
   29:   20:-       |  20:-       |  20:-       |  20:-       |  20:-       
   30:   20:nop     |  20:-       |  20:-       |  20:-       |  20:-       
   31:   24:-       |  20:nop     |  20:-       |  20:-       |  20:-       
   32:   24:-       |  24:-       |  20:nop     |  20:-       |  20:-       
   33:   24:-       |  24:-       |  24:-       |  20:nop     |  20:-       
   34:   24:-       |  24:-       |  24:-       |  24:-       |  20:nop     
   35:   24:lda     |  24:-       |  24:-       |  24:-       |  24:-       
   36:   28:-       |  24:lda     |  24:-       |  24:-       |  24:-       
   37:   28:-       |  28:-       |  24:lda     |  24:-       |  24:-       BUS_LOAD  MEM[24] accepted 1
   38:   28:-       |  28:-       |  28:-       |  24:lda     |  24:-       
   39:   28:-       |  28:-       |  28:-       |  28:-       |  24:lda     r4=4104  
   40:   28:-       |  28:-       |  28:-       |  28:-       |  28:-       
   41:   28:-       |  28:-       |  28:-       |  28:-       |  28:-       
   42:   28:nop     |  28:-       |  28:-       |  28:-       |  28:-       
   43:   32:-       |  28:nop     |  28:-       |  28:-       |  28:-       
   44:   32:-       |  32:-       |  28:nop     |  28:-       |  28:-       
   45:   32:-       |  32:-       |  32:-       |  28:nop     |  28:-       
   46:   32:-       |  32:-       |  32:-       |  32:-       |  28:nop     
   47:   32:nop     |  32:-       |  32:-       |  32:-       |  32:-       
   48:   36:-       |  32:nop     |  32:-       |  32:-       |  32:-       
   49:   36:-       |  36:-       |  32:nop     |  32:-       |  32:-       BUS_LOAD  MEM[32] accepted 1
   50:   36:-       |  36:-       |  36:-       |  32:nop     |  32:-       
   51:   36:-       |  36:-       |  36:-       |  36:-       |  32:nop     
   52:   36:-       |  36:-       |  36:-       |  36:-       |  36:-       
   53:   36:-       |  36:-       |  36:-       |  36:-       |  36:-       
   54:   36:nop     |  36:-       |  36:-       |  36:-       |  36:-       
   55:   40:-       |  36:nop     |  36:-       |  36:-       |  36:-       
   56:   40:-       |  40:-       |  36:nop     |  36:-       |  36:-       
   57:   40:-       |  40:-       |  40:-       |  36:nop     |  36:-       
   58:   40:-       |  40:-       |  40:-       |  40:-       |  36:nop     
   59:   40:nop     |  40:-       |  40:-       |  40:-       |  40:-       
   60:   44:-       |  40:nop     |  40:-       |  40:-       |  40:-       
   61:   44:-       |  44:-       |  40:nop     |  40:-       |  40:-       BUS_LOAD  MEM[40] accepted 1
   62:   44:-       |  44:-       |  44:-       |  40:nop     |  40:-       
   63:   44:-       |  44:-       |  44:-       |  44:-       |  40:nop     
   64:   44:-       |  44:-       |  44:-       |  44:-       |  44:-       
   65:   44:-       |  44:-       |  44:-       |  44:-       |  44:-       
   66:   44:lda     |  44:-       |  44:-       |  44:-       |  44:-       
   67:   48:-       |  44:lda     |  44:-       |  44:-       |  44:-       
   68:   48:-       |  48:-       |  44:lda     |  44:-       |  44:-       
   69:   48:-       |  48:-       |  48:-       |  44:lda     |  44:-       
   70:   48:-       |  48:-       |  48:-       |  48:-       |  44:lda     r5=4112  
   71:   48:nop     |  48:-       |  48:-       |  48:-       |  48:-       
   72:   52:-       |  48:nop     |  48:-       |  48:-       |  48:-       
   73:   52:-       |  52:-       |  48:nop     |  48:-       |  48:-       BUS_LOAD  MEM[48] accepted 1
   74:   52:-       |  52:-       |  52:-       |  48:nop     |  48:-       
   75:   52:-       |  52:-       |  52:-       |  52:-       |  48:nop     
   76:   52:-       |  52:-       |  52:-       |  52:-       |  52:-       
   77:   52:-       |  52:-       |  52:-       |  52:-       |  52:-       
   78:   52:nop     |  52:-       |  52:-       |  52:-       |  52:-       
   79:   56:-       |  52:nop     |  52:-       |  52:-       |  52:-       
   80:   56:-       |  56:-       |  52:nop     |  52:-       |  52:-       
   81:   56:-       |  56:-       |  56:-       |  52:nop     |  52:-       
   82:   56:-       |  56:-       |  56:-       |  56:-       |  52:nop     
   83:   56:nop     |  56:-       |  56:-       |  56:-       |  56:-       
   84:   60:-       |  56:nop     |  56:-       |  56:-       |  56:-       
   85:   60:-       |  60:-       |  56:nop     |  56:-       |  56:-       BUS_LOAD  MEM[56] accepted 1
   86:   60:-       |  60:-       |  60:-       |  56:nop     |  56:-       
   87:   60:-       |  60:-       |  60:-       |  60:-       |  56:nop     
   88:   60:-       |  60:-       |  60:-       |  60:-       |  60:-       
   89:   60:-       |  60:-       |  60:-       |  60:-       |  60:-       
   90:   60:nop     |  60:-       |  60:-       |  60:-       |  60:-       
   91:   64:-       |  60:nop     |  60:-       |  60:-       |  60:-       
   92:   64:-       |  64:-       |  60:nop     |  60:-       |  60:-       
   93:   64:-       |  64:-       |  64:-       |  60:nop     |  60:-       
   94:   64:-       |  64:-       |  64:-       |  64:-       |  60:nop     
   95:   64:lda     |  64:-       |  64:-       |  64:-       |  64:-       
   96:   68:-       |  64:lda     |  64:-       |  64:-       |  64:-       
   97:   68:-       |  68:-       |  64:lda     |  64:-       |  64:-       BUS_LOAD  MEM[64] accepted 1
   98:   68:-       |  68:-       |  68:-       |  64:lda     |  64:-       
   99:   68:-       |  68:-       |  68:-       |  68:-       |  64:lda     r9=2  
  100:   68:-       |  68:-       |  68:-       |  68:-       |  68:-       
  101:   68:-       |  68:-       |  68:-       |  68:-       |  68:-       
  102:   68:nop     |  68:-       |  68:-       |  68:-       |  68:-       
  103:   72:-       |  68:nop     |  68:-       |  68:-       |  68:-       
  104:   72:-       |  72:-       |  68:nop     |  68:-       |  68:-       
  105:   72:-       |  72:-       |  72:-       |  68:nop     |  68:-       
  106:   72:-       |  72:-       |  72:-       |  72:-       |  68:nop     
  107:   72:nop     |  72:-       |  72:-       |  72:-       |  72:-       
  108:   76:-       |  72:nop     |  72:-       |  72:-       |  72:-       
  109:   76:-       |  76:-       |  72:nop     |  72:-       |  72:-       BUS_LOAD  MEM[72] accepted 1
  110:   76:-       |  76:-       |  76:-       |  72:nop     |  72:-       
  111:   76:-       |  76:-       |  76:-       |  76:-       |  72:nop     
  112:   76:-       |  76:-       |  76:-       |  76:-       |  76:-       
  113:   76:-       |  76:-       |  76:-       |  76:-       |  76:-       
  114:   76:nop     |  76:-       |  76:-       |  76:-       |  76:-       
  115:   80:-       |  76:nop     |  76:-       |  76:-       |  76:-       
  116:   80:-       |  80:-       |  76:nop     |  76:-       |  76:-       
  117:   80:-       |  80:-       |  80:-       |  76:nop     |  76:-       
  118:   80:-       |  80:-       |  80:-       |  80:-       |  76:nop     
  119:   80:nop     |  80:-       |  80:-       |  80:-       |  80:-       
  120:   84:-       |  80:nop     |  80:-       |  80:-       |  80:-       
  121:   84:-       |  84:-       |  80:nop     |  80:-       |  80:-       BUS_LOAD  MEM[80] accepted 1
  122:   84:-       |  84:-       |  84:-       |  80:nop     |  80:-       
  123:   84:-       |  84:-       |  84:-       |  84:-       |  80:nop     
  124:   84:-       |  84:-       |  84:-       |  84:-       |  84:-       
  125:   84:-       |  84:-       |  84:-       |  84:-       |  84:-       
  126:   84:lda     |  84:-       |  84:-       |  84:-       |  84:-       
  127:   88:-       |  84:lda     |  84:-       |  84:-       |  84:-       
  128:   88:-       |  88:-       |  84:lda     |  84:-       |  84:-       
  129:   88:-       |  88:-       |  88:-       |  84:lda     |  84:-       
  130:   88:-       |  88:-       |  88:-       |  88:-       |  84:lda     r1=1  
  131:   88:nop     |  88:-       |  88:-       |  88:-       |  88:-       
  132:   92:-       |  88:nop     |  88:-       |  88:-       |  88:-       
  133:   92:-       |  92:-       |  88:nop     |  88:-       |  88:-       BUS_LOAD  MEM[88] accepted 1
  134:   92:-       |  92:-       |  92:-       |  88:nop     |  88:-       
  135:   92:-       |  92:-       |  92:-       |  92:-       |  88:nop     
  136:   92:-       |  92:-       |  92:-       |  92:-       |  92:-       
  137:   92:-       |  92:-       |  92:-       |  92:-       |  92:-       
  138:   92:nop     |  92:-       |  92:-       |  92:-       |  92:-       
  139:   96:-       |  92:nop     |  92:-       |  92:-       |  92:-       
  140:   96:-       |  96:-       |  92:nop     |  92:-       |  92:-       
  141:   96:-       |  96:-       |  96:-       |  92:nop     |  92:-       
  142:   96:-       |  96:-       |  96:-       |  96:-       |  92:nop     
  143:   96:nop     |  96:-       |  96:-       |  96:-       |  96:-       
  144:  100:-       |  96:nop     |  96:-       |  96:-       |  96:-       
  145:  100:-       | 100:-       |  96:nop     |  96:-       |  96:-       BUS_LOAD  MEM[96] accepted 1
  146:  100:-       | 100:-       | 100:-       |  96:nop     |  96:-       
  147:  100:-       | 100:-       | 100:-       | 100:-       |  96:nop     
  148:  100:-       | 100:-       | 100:-       | 100:-       | 100:-       
  149:  100:-       | 100:-       | 100:-       | 100:-       | 100:-       
  150:  100:nop     | 100:-       | 100:-       | 100:-       | 100:-       
  151:  104:-       | 100:nop     | 100:-       | 100:-       | 100:-       
  152:  104:-       | 104:-       | 100:nop     | 100:-       | 100:-       
  153:  104:-       | 104:-       | 104:-       | 100:nop     | 100:-       
  154:  104:-       | 104:-       | 104:-       | 104:-       | 100:nop     
  155:  104:stq     | 104:-       | 104:-       | 104:-       | 104:-       
  156:  108:-       | 104:stq     | 104:-       | 104:-       | 104:-       
  157:  108:-       | 108:-       | 104:stq     | 104:-       | 104:-       BUS_LOAD  MEM[104] accepted 1
  158:  108:-       | 108:-       | 108:-       | 104:stq     | 104:-       BUS_STORE MEM[4096] = 1 accepted 2
  159:  108:-       | 108:-       | 108:-       | 108:-       | 104:stq     
  160:  108:-       | 108:-       | 108:-       | 108:-       | 108:-       
  161:  108:-       | 108:-       | 108:-       | 108:-       | 108:-       
  162:  108:nop     | 108:-       | 108:-       | 108:-       | 108:-       
  163:  112:-       | 108:nop     | 108:-       | 108:-       | 108:-       
  164:  112:-       | 112:-       | 108:nop     | 108:-       | 108:-       
  165:  112:-       | 112:-       | 112:-       | 108:nop     | 108:-       
  166:  112:-       | 112:-       | 112:-       | 112:-       | 108:nop     
  167:  112:nop     | 112:-       | 112:-       | 112:-       | 112:-       
  168:  116:-       | 112:nop     | 112:-       | 112:-       | 112:-       
  169:  116:-       | 116:-       | 112:nop     | 112:-       | 112:-       BUS_LOAD  MEM[112] accepted 1
  170:  116:-       | 116:-       | 116:-       | 112:nop     | 112:-       
  171:  116:-       | 116:-       | 116:-       | 116:-       | 112:nop     
  172:  116:-       | 116:-       | 116:-       | 116:-       | 116:-       
  173:  116:-       | 116:-       | 116:-       | 116:-       | 116:-       
  174:  116:nop     | 116:-       | 116:-       | 116:-       | 116:-       
  175:  120:-       | 116:nop     | 116:-       | 116:-       | 116:-       
  176:  120:-       | 120:-       | 116:nop     | 116:-       | 116:-       
  177:  120:-       | 120:-       | 120:-       | 116:nop     | 116:-       
  178:  120:-       | 120:-       | 120:-       | 120:-       | 116:nop     
  179:  120:nop     | 120:-       | 120:-       | 120:-       | 120:-       
  180:  124:-       | 120:nop     | 120:-       | 120:-       | 120:-       
  181:  124:-       | 124:-       | 120:nop     | 120:-       | 120:-       BUS_LOAD  MEM[120] accepted 1
  182:  124:-       | 124:-       | 124:-       | 120:nop     | 120:-       
  183:  124:-       | 124:-       | 124:-       | 124:-       | 120:nop     
  184:  124:-       | 124:-       | 124:-       | 124:-       | 124:-       
  185:  124:-       | 124:-       | 124:-       | 124:-       | 124:-       
  186:  124:stq     | 124:-       | 124:-       | 124:-       | 124:-       
  187:  128:-       | 124:stq     | 124:-       | 124:-       | 124:-       
  188:  128:-       | 128:-       | 124:stq     | 124:-       | 124:-       
  189:  128:-       | 128:-       | 128:-       | 124:stq     | 124:-       BUS_STORE MEM[4104] = 1 accepted 1
  190:  128:-       | 128:-       | 128:-       | 128:-       | 124:stq     
  191:  128:nop     | 128:-       | 128:-       | 128:-       | 128:-       
  192:  132:-       | 128:nop     | 128:-       | 128:-       | 128:-       
  193:  132:-       | 132:-       | 128:nop     | 128:-       | 128:-       BUS_LOAD  MEM[128] accepted 2
  194:  132:-       | 132:-       | 132:-       | 128:nop     | 128:-       
  195:  132:-       | 132:-       | 132:-       | 132:-       | 128:nop     
  196:  132:-       | 132:-       | 132:-       | 132:-       | 132:-       
  197:  132:-       | 132:-       | 132:-       | 132:-       | 132:-       
  198:  132:nop     | 132:-       | 132:-       | 132:-       | 132:-       
  199:  136:-       | 132:nop     | 132:-       | 132:-       | 132:-       
  200:  136:-       | 136:-       | 132:nop     | 132:-       | 132:-       
  201:  136:-       | 136:-       | 136:-       | 132:nop     | 132:-       
  202:  136:-       | 136:-       | 136:-       | 136:-       | 132:nop     
  203:  136:nop     | 136:-       | 136:-       | 136:-       | 136:-       
  204:  140:-       | 136:nop     | 136:-       | 136:-       | 136:-       
  205:  140:-       | 140:-       | 136:nop     | 136:-       | 136:-       BUS_LOAD  MEM[136] accepted 1
  206:  140:-       | 140:-       | 140:-       | 136:nop     | 136:-       
  207:  140:-       | 140:-       | 140:-       | 140:-       | 136:nop     
  208:  140:-       | 140:-       | 140:-       | 140:-       | 140:-       
  209:  140:-       | 140:-       | 140:-       | 140:-       | 140:-       
  210:  140:nop     | 140:-       | 140:-       | 140:-       | 140:-       
  211:  144:-       | 140:nop     | 140:-       | 140:-       | 140:-       
  212:  144:-       | 144:-       | 140:nop     | 140:-       | 140:-       
  213:  144:-       | 144:-       | 144:-       | 140:nop     | 140:-       
  214:  144:-       | 144:-       | 144:-       | 144:-       | 140:nop     
  215:  144:ldq     | 144:-       | 144:-       | 144:-       | 144:-       
  216:  148:-       | 144:ldq     | 144:-       | 144:-       | 144:-       
  217:  148:-       | 148:-       | 144:ldq     | 144:-       | 144:-       BUS_LOAD  MEM[144] accepted 1
  218:  148:-       | 148:-       | 148:-       | 144:ldq     | 144:-       BUS_LOAD  MEM[4096] accepted 2
  219:  148:-       | 148:-       | 148:-       | 144:ldq     | 144:-       
  220:  148:-       | 148:-       | 148:-       | 144:ldq     | 144:-       
  221:  148:-       | 148:-       | 148:-       | 144:ldq     | 144:-       
  222:  148:-       | 148:-       | 148:-       | 144:ldq     | 144:-       
  223:  148:-       | 148:-       | 148:-       | 148:-       | 144:ldq     r1=1  
  224:  148:nop     | 148:-       | 148:-       | 148:-       | 148:-       
  225:  152:-       | 148:nop     | 148:-       | 148:-       | 148:-       
  226:  152:-       | 152:-       | 148:nop     | 148:-       | 148:-       
  227:  152:-       | 152:-       | 152:-       | 148:nop     | 148:-       
  228:  152:-       | 152:-       | 152:-       | 152:-       | 148:nop     
  229:  152:nop     | 152:-       | 152:-       | 152:-       | 152:-       
  230:  156:-       | 152:nop     | 152:-       | 152:-       | 152:-       
  231:  156:-       | 156:-       | 152:nop     | 152:-       | 152:-       BUS_LOAD  MEM[152] accepted 1
  232:  156:-       | 156:-       | 156:-       | 152:nop     | 152:-       
  233:  156:-       | 156:-       | 156:-       | 156:-       | 152:nop     
  234:  156:-       | 156:-       | 156:-       | 156:-       | 156:-       
  235:  156:-       | 156:-       | 156:-       | 156:-       | 156:-       
  236:  156:nop     | 156:-       | 156:-       | 156:-       | 156:-       
  237:  160:-       | 156:nop     | 156:-       | 156:-       | 156:-       
  238:  160:-       | 160:-       | 156:nop     | 156:-       | 156:-       
  239:  160:-       | 160:-       | 160:-       | 156:nop     | 156:-       
  240:  160:-       | 160:-       | 160:-       | 160:-       | 156:nop     
  241:  160:nop     | 160:-       | 160:-       | 160:-       | 160:-       
  242:  164:-       | 160:nop     | 160:-       | 160:-       | 160:-       
  243:  164:-       | 164:-       | 160:nop     | 160:-       | 160:-       BUS_LOAD  MEM[160] accepted 1
  244:  164:-       | 164:-       | 164:-       | 160:nop     | 160:-       
  245:  164:-       | 164:-       | 164:-       | 164:-       | 160:nop     
  246:  164:-       | 164:-       | 164:-       | 164:-       | 164:-       
  247:  164:-       | 164:-       | 164:-       | 164:-       | 164:-       
  248:  164:ldq     | 164:-       | 164:-       | 164:-       | 164:-       
  249:  168:-       | 164:ldq     | 164:-       | 164:-       | 164:-       
  250:  168:-       | 168:-       | 164:ldq     | 164:-       | 164:-       
  251:  168:-       | 168:-       | 168:-       | 164:ldq     | 164:-       BUS_LOAD  MEM[4104] accepted 1
  252:  168:-       | 168:-       | 168:-       | 164:ldq     | 164:-       
  253:  168:-       | 168:-       | 168:-       | 164:ldq     | 164:-       
  254:  168:-       | 168:-       | 168:-       | 164:ldq     | 164:-       
  255:  168:-       | 168:-       | 168:-       | 164:ldq     | 164:-       
  256:  168:-       | 168:-       | 168:-       | 168:-       | 164:ldq     r2=1  
  257:  168:nop     | 168:-       | 168:-       | 168:-       | 168:-       
  258:  172:-       | 168:nop     | 168:-       | 168:-       | 168:-       
  259:  172:-       | 172:-       | 168:nop     | 168:-       | 168:-       BUS_LOAD  MEM[168] accepted 1
  260:  172:-       | 172:-       | 172:-       | 168:nop     | 168:-       
  261:  172:-       | 172:-       | 172:-       | 172:-       | 168:nop     
  262:  172:-       | 172:-       | 172:-       | 172:-       | 172:-       
  263:  172:-       | 172:-       | 172:-       | 172:-       | 172:-       
  264:  172:nop     | 172:-       | 172:-       | 172:-       | 172:-       
  265:  176:-       | 172:nop     | 172:-       | 172:-       | 172:-       
  266:  176:-       | 176:-       | 172:nop     | 172:-       | 172:-       
  267:  176:-       | 176:-       | 176:-       | 172:nop     | 172:-       
  268:  176:-       | 176:-       | 176:-       | 176:-       | 172:nop     
  269:  176:nop     | 176:-       | 176:-       | 176:-       | 176:-       
  270:  180:-       | 176:nop     | 176:-       | 176:-       | 176:-       
  271:  180:-       | 180:-       | 176:nop     | 176:-       | 176:-       BUS_LOAD  MEM[176] accepted 1
  272:  180:-       | 180:-       | 180:-       | 176:nop     | 176:-       
  273:  180:-       | 180:-       | 180:-       | 180:-       | 176:nop     
  274:  180:-       | 180:-       | 180:-       | 180:-       | 180:-       
  275:  180:-       | 180:-       | 180:-       | 180:-       | 180:-       
  276:  180:nop     | 180:-       | 180:-       | 180:-       | 180:-       
  277:  184:-       | 180:nop     | 180:-       | 180:-       | 180:-       
  278:  184:-       | 184:-       | 180:nop     | 180:-       | 180:-       
  279:  184:-       | 184:-       | 184:-       | 180:nop     | 180:-       
  280:  184:-       | 184:-       | 184:-       | 184:-       | 180:nop     
  281:  184:addq    | 184:-       | 184:-       | 184:-       | 184:-       
  282:  188:-       | 184:addq    | 184:-       | 184:-       | 184:-       
  283:  188:-       | 188:-       | 184:addq    | 184:-       | 184:-       BUS_LOAD  MEM[184] accepted 1
  284:  188:-       | 188:-       | 188:-       | 184:addq    | 184:-       
  285:  188:-       | 188:-       | 188:-       | 188:-       | 184:addq    r2=2  
  286:  188:-       | 188:-       | 188:-       | 188:-       | 188:-       
  287:  188:-       | 188:-       | 188:-       | 188:-       | 188:-       
  288:  188:nop     | 188:-       | 188:-       | 188:-       | 188:-       
  289:  192:-       | 188:nop     | 188:-       | 188:-       | 188:-       
  290:  192:-       | 192:-       | 188:nop     | 188:-       | 188:-       
  291:  192:-       | 192:-       | 192:-       | 188:nop     | 188:-       
  292:  192:-       | 192:-       | 192:-       | 192:-       | 188:nop     
  293:  192:nop     | 192:-       | 192:-       | 192:-       | 192:-       
  294:  196:-       | 192:nop     | 192:-       | 192:-       | 192:-       
  295:  196:-       | 196:-       | 192:nop     | 192:-       | 192:-       BUS_LOAD  MEM[192] accepted 1
  296:  196:-       | 196:-       | 196:-       | 192:nop     | 192:-       
  297:  196:-       | 196:-       | 196:-       | 196:-       | 192:nop     
  298:  196:-       | 196:-       | 196:-       | 196:-       | 196:-       
  299:  196:-       | 196:-       | 196:-       | 196:-       | 196:-       
  300:  196:nop     | 196:-       | 196:-       | 196:-       | 196:-       
  301:  200:-       | 196:nop     | 196:-       | 196:-       | 196:-       
  302:  200:-       | 200:-       | 196:nop     | 196:-       | 196:-       
  303:  200:-       | 200:-       | 200:-       | 196:nop     | 196:-       
  304:  200:-       | 200:-       | 200:-       | 200:-       | 196:nop     
  305:  200:nop     | 200:-       | 200:-       | 200:-       | 200:-       
  306:  204:-       | 200:nop     | 200:-       | 200:-       | 200:-       
  307:  204:-       | 204:-       | 200:nop     | 200:-       | 200:-       BUS_LOAD  MEM[200] accepted 1
  308:  204:-       | 204:-       | 204:-       | 200:nop     | 200:-       
  309:  204:-       | 204:-       | 204:-       | 204:-       | 200:nop     
  310:  204:-       | 204:-       | 204:-       | 204:-       | 204:-       
  311:  204:-       | 204:-       | 204:-       | 204:-       | 204:-       
  312:  204:addq    | 204:-       | 204:-       | 204:-       | 204:-       
  313:  208:-       | 204:addq    | 204:-       | 204:-       | 204:-       
  314:  208:-       | 208:-       | 204:addq    | 204:-       | 204:-       
  315:  208:-       | 208:-       | 208:-       | 204:addq    | 204:-       
  316:  208:-       | 208:-       | 208:-       | 208:-       | 204:addq    r3=4104  
  317:  208:nop     | 208:-       | 208:-       | 208:-       | 208:-       
  318:  212:-       | 208:nop     | 208:-       | 208:-       | 208:-       
  319:  212:-       | 212:-       | 208:nop     | 208:-       | 208:-       BUS_LOAD  MEM[208] accepted 1
  320:  212:-       | 212:-       | 212:-       | 208:nop     | 208:-       
  321:  212:-       | 212:-       | 212:-       | 212:-       | 208:nop     
  322:  212:-       | 212:-       | 212:-       | 212:-       | 212:-       
  323:  212:-       | 212:-       | 212:-       | 212:-       | 212:-       
  324:  212:nop     | 212:-       | 212:-       | 212:-       | 212:-       
  325:  216:-       | 212:nop     | 212:-       | 212:-       | 212:-       
  326:  216:-       | 216:-       | 212:nop     | 212:-       | 212:-       
  327:  216:-       | 216:-       | 216:-       | 212:nop     | 212:-       
  328:  216:-       | 216:-       | 216:-       | 216:-       | 212:nop     
  329:  216:nop     | 216:-       | 216:-       | 216:-       | 216:-       
  330:  220:-       | 216:nop     | 216:-       | 216:-       | 216:-       
  331:  220:-       | 220:-       | 216:nop     | 216:-       | 216:-       BUS_LOAD  MEM[216] accepted 1
  332:  220:-       | 220:-       | 220:-       | 216:nop     | 216:-       
  333:  220:-       | 220:-       | 220:-       | 220:-       | 216:nop     
  334:  220:-       | 220:-       | 220:-       | 220:-       | 220:-       
  335:  220:-       | 220:-       | 220:-       | 220:-       | 220:-       
  336:  220:nop     | 220:-       | 220:-       | 220:-       | 220:-       
  337:  224:-       | 220:nop     | 220:-       | 220:-       | 220:-       
  338:  224:-       | 224:-       | 220:nop     | 220:-       | 220:-       
  339:  224:-       | 224:-       | 224:-       | 220:nop     | 220:-       
  340:  224:-       | 224:-       | 224:-       | 224:-       | 220:nop     
  341:  224:addq    | 224:-       | 224:-       | 224:-       | 224:-       
  342:  228:-       | 224:addq    | 224:-       | 224:-       | 224:-       
  343:  228:-       | 228:-       | 224:addq    | 224:-       | 224:-       BUS_LOAD  MEM[224] accepted 1
  344:  228:-       | 228:-       | 228:-       | 224:addq    | 224:-       
  345:  228:-       | 228:-       | 228:-       | 228:-       | 224:addq    r4=4112  
  346:  228:-       | 228:-       | 228:-       | 228:-       | 228:-       
  347:  228:-       | 228:-       | 228:-       | 228:-       | 228:-       
  348:  228:nop     | 228:-       | 228:-       | 228:-       | 228:-       
  349:  232:-       | 228:nop     | 228:-       | 228:-       | 228:-       
  350:  232:-       | 232:-       | 228:nop     | 228:-       | 228:-       
  351:  232:-       | 232:-       | 232:-       | 228:nop     | 228:-       
  352:  232:-       | 232:-       | 232:-       | 232:-       | 228:nop     
  353:  232:nop     | 232:-       | 232:-       | 232:-       | 232:-       
  354:  236:-       | 232:nop     | 232:-       | 232:-       | 232:-       
  355:  236:-       | 236:-       | 232:nop     | 232:-       | 232:-       BUS_LOAD  MEM[232] accepted 1
  356:  236:-       | 236:-       | 236:-       | 232:nop     | 232:-       
  357:  236:-       | 236:-       | 236:-       | 236:-       | 232:nop     
  358:  236:-       | 236:-       | 236:-       | 236:-       | 236:-       
  359:  236:-       | 236:-       | 236:-       | 236:-       | 236:-       
  360:  236:nop     | 236:-       | 236:-       | 236:-       | 236:-       
  361:  240:-       | 236:nop     | 236:-       | 236:-       | 236:-       
  362:  240:-       | 240:-       | 236:nop     | 236:-       | 236:-       
  363:  240:-       | 240:-       | 240:-       | 236:nop     | 236:-       
  364:  240:-       | 240:-       | 240:-       | 240:-       | 236:nop     
  365:  240:nop     | 240:-       | 240:-       | 240:-       | 240:-       
  366:  244:-       | 240:nop     | 240:-       | 240:-       | 240:-       
  367:  244:-       | 244:-       | 240:nop     | 240:-       | 240:-       BUS_LOAD  MEM[240] accepted 1
  368:  244:-       | 244:-       | 244:-       | 240:nop     | 240:-       
  369:  244:-       | 244:-       | 244:-       | 244:-       | 240:nop     
  370:  244:-       | 244:-       | 244:-       | 244:-       | 244:-       
  371:  244:-       | 244:-       | 244:-       | 244:-       | 244:-       
  372:  244:addq    | 244:-       | 244:-       | 244:-       | 244:-       
  373:  248:-       | 244:addq    | 244:-       | 244:-       | 244:-       
  374:  248:-       | 248:-       | 244:addq    | 244:-       | 244:-       
  375:  248:-       | 248:-       | 248:-       | 244:addq    | 244:-       
  376:  248:-       | 248:-       | 248:-       | 248:-       | 244:addq    r9=3  
  377:  248:nop     | 248:-       | 248:-       | 248:-       | 248:-       
  378:  252:-       | 248:nop     | 248:-       | 248:-       | 248:-       
  379:  252:-       | 252:-       | 248:nop     | 248:-       | 248:-       BUS_LOAD  MEM[248] accepted 1
  380:  252:-       | 252:-       | 252:-       | 248:nop     | 248:-       
  381:  252:-       | 252:-       | 252:-       | 252:-       | 248:nop     
  382:  252:-       | 252:-       | 252:-       | 252:-       | 252:-       
  383:  252:-       | 252:-       | 252:-       | 252:-       | 252:-       
  384:  252:nop     | 252:-       | 252:-       | 252:-       | 252:-       
  385:  256:-       | 252:nop     | 252:-       | 252:-       | 252:-       
  386:  256:-       | 256:-       | 252:nop     | 252:-       | 252:-       
  387:  256:-       | 256:-       | 256:-       | 252:nop     | 252:-       
