                                                                            D-MEM Bus &
Cycle:      IF      |     ID      |     EX      |     MEM     |     WB      Reg Result
  570:  124:-       | 124:-       | 124:-       | 120:nop     | 120:-       
  571:  124:-       | 124:-       | 124:-       | 124:-       | 120:nop     
  572:  124:addq    | 124:-       | 124:-       | 124:-       | 124:-       
  573:  128:-       | 124:addq    | 124:-       | 124:-       | 124:-       
  574:  128:-       | 128:-       | 124:addq    | 124:-       | 124:-       
  575:  128:-       | 128:-       | 128:-       | 124:addq    | 124:-       
  576:  128:-       | 128:-       | 128:-       | 128:-       | 124:addq    r1=4120  
  577:  128:nop     | 128:-       | 128:-       | 128:-       | 128:-       
  578:  132:-       | 128:nop     | 128:-       | 128:-       | 128:-       
  579:  132:-       | 132:-       | 128:nop     | 128:-       | 128:-       
  580:  132:-       | 132:-       | 132:-       | 128:nop     | 128:-       
  581:  132:-       | 132:-       | 132:-       | 132:-       | 128:nop     
  582:  132:nop     | 132:-       | 132:-       | 132:-       | 132:-       
  583:  136:-       | 132:nop     | 132:-       | 132:-       | 132:-       
  584:  136:-       | 136:-       | 132:nop     | 132:-       | 132:-       
  585:  136:-       | 136:-       | 136:-       | 132:nop     | 132:-       
  586:  136:-       | 136:-       | 136:-       | 136:-       | 132:nop     
  587:  136:nop     | 136:-       | 136:-       | 136:-       | 136:-       
  588:  140:-       | 136:nop     | 136:-       | 136:-       | 136:-       
  589:  140:-       | 140:-       | 136:nop     | 136:-       | 136:-       
  590:  140:-       | 140:-       | 140:-       | 136:nop     | 136:-       
  591:  140:-       | 140:-       | 140:-       | 140:-       | 136:nop     
  592:  140:nop     | 140:-       | 140:-       | 140:-       | 140:-       
  593:  144:-       | 140:nop     | 140:-       | 140:-       | 140:-       
  594:  144:-       | 144:-       | 140:nop     | 140:-       | 140:-       
  595:  144:-       | 144:-       | 144:-       | 140:nop     | 140:-       
  596:  144:-       | 144:-       | 144:-       | 144:-       | 140:nop     
  597:  144:addq    | 144:-       | 144:-       | 144:-       | 144:-       
  598:  148:-       | 144:addq    | 144:-       | 144:-       | 144:-       
  599:  148:-       | 148:-       | 144:addq    | 144:-       | 144:-       
  600:  148:-       | 148:-       | 148:-       | 144:addq    | 144:-       
  601:  148:-       | 148:-       | 148:-       | 148:-       | 144:addq    r5=3  
  602:  148:nop     | 148:-       | 148:-       | 148:-       | 148:-       
  603:  152:-       | 148:nop     | 148:-       | 148:-       | 148:-       
  604:  152:-       | 152:-       | 148:nop     | 148:-       | 148:-       
  605:  152:-       | 152:-       | 152:-       | 148:nop     | 148:-       
  606:  152:-       | 152:-       | 152:-       | 152:-       | 148:nop     
  607:  152:nop     | 152:-       | 152:-       | 152:-       | 152:-       
  608:  156:-       | 152:nop     | 152:-       | 152:-       | 152:-       
  609:  156:-       | 156:-       | 152:nop     | 152:-       | 152:-       
  610:  156:-       | 156:-       | 156:-       | 152:nop     | 152:-       
  611:  156:-       | 156:-       | 156:-       | 156:-       | 152:nop     
  612:  156:nop     | 156:-       | 156:-       | 156:-       | 156:-       
  613:  160:-       | 156:nop     | 156:-       | 156:-       | 156:-       
  614:  160:-       | 160:-       | 156:nop     | 156:-       | 156:-       
  615:  160:-       | 160:-       | 160:-       | 156:nop     | 156:-       
  616:  160:-       | 160:-       | 160:-       | 160:-       | 156:nop     
  617:  160:nop     | 160:-       | 160:-       | 160:-       | 160:-       
  618:  164:-       | 160:nop     | 160:-       | 160:-       | 160:-       
  619:  164:-       | 164:-       | 160:nop     | 160:-       | 160:-       
  620:  164:-       | 164:-       | 164:-       | 160:nop     | 160:-       
  621:  164:-       | 164:-       | 164:-       | 164:-       | 160:nop     
  622:  164:cmple   | 164:-       | 164:-       | 164:-       | 164:-       
  623:  168:-       | 164:cmple   | 164:-       | 164:-       | 164:-       
  624:  168:-       | 168:-       | 164:cmple   | 164:-       | 164:-       
  625:  168:-       | 168:-       | 168:-       | 164:cmple   | 164:-       
  626:  168:-       | 168:-       | 168:-       | 168:-       | 164:cmple   r4=1  
  627:  168:nop     | 168:-       | 168:-       | 168:-       | 168:-       
  628:  172:-       | 168:nop     | 168:-       | 168:-       | 168:-       
  629:  172:-       | 172:-       | 168:nop     | 168:-       | 168:-       
  630:  172:-       | 172:-       | 172:-       | 168:nop     | 168:-       
  631:  172:-       | 172:-       | 172:-       | 172:-       | 168:nop     
  632:  172:nop     | 172:-       | 172:-       | 172:-       | 172:-       
  633:  176:-       | 172:nop     | 172:-       | 172:-       | 172:-       
  634:  176:-       | 176:-       | 172:nop     | 172:-       | 172:-       
  635:  176:-       | 176:-       | 176:-       | 172:nop     | 172:-       
  636:  176:-       | 176:-       | 176:-       | 176:-       | 172:nop     
  637:  176:nop     | 176:-       | 176:-       | 176:-       | 176:-       
  638:  180:-       | 176:nop     | 176:-       | 176:-       | 176:-       
  639:  180:-       | 180:-       | 176:nop     | 176:-       | 176:-       
  640:  180:-       | 180:-       | 180:-       | 176:nop     | 176:-       
  641:  180:-       | 180:-       | 180:-       | 180:-       | 176:nop     
  642:  180:nop     | 180:-       | 180:-       | 180:-       | 180:-       
  643:  184:-       | 180:nop     | 180:-       | 180:-       | 180:-       
  644:  184:-       | 184:-       | 180:nop     | 180:-       | 180:-       
  645:  184:-       | 184:-       | 184:-       | 180:nop     | 180:-       
  646:  184:-       | 184:-       | 184:-       | 184:-       | 180:nop     
  647:  184:bne     | 184:-       | 184:-       | 184:-       | 184:-       
  648:  188:-       | 184:bne     | 184:-       | 184:-       | 184:-       
  649:  188:-       | 188:-       | 184:bne     | 184:-       | 184:-       BUS_LOAD  MEM[184] accepted 1
  650:  188:-       | 188:-       | 188:-       | 184:bne     | 184:-       
  651:   44:-       | 188:-       | 188:-       | 188:-       | 184:bne     
  652:   44:mulq    |  44:-       | 188:-       | 188:-       | 188:-       
  653:   48:-       |  44:mulq    |  44:-       | 188:-       | 188:-       
  654:   48:-       |  48:-       |  44:mulq    |  44:-       | 188:-       
  655:   48:-       |  48:-       |  48:-       |  44:mulq    |  44:-       
  656:   48:-       |  48:-       |  48:-       |  48:-       |  44:mulq    r2=30  
  657:   48:nop     |  48:-       |  48:-       |  48:-       |  48:-       
  658:   52:-       |  48:nop     |  48:-       |  48:-       |  48:-       
  659:   52:-       |  52:-       |  48:nop     |  48:-       |  48:-       
  660:   52:-       |  52:-       |  52:-       |  48:nop     |  48:-       
  661:   52:-       |  52:-       |  52:-       |  52:-       |  48:nop     
  662:   52:nop     |  52:-       |  52:-       |  52:-       |  52:-       
  663:   56:-       |  52:nop     |  52:-       |  52:-       |  52:-       
  664:   56:-       |  56:-       |  52:nop     |  52:-       |  52:-       
  665:   56:-       |  56:-       |  56:-       |  52:nop     |  52:-       
  666:   56:-       |  56:-       |  56:-       |  56:-       |  52:nop     
  667:   56:nop     |  56:-       |  56:-       |  56:-       |  56:-       
  668:   60:-       |  56:nop     |  56:-       |  56:-       |  56:-       
  669:   60:-       |  60:-       |  56:nop     |  56:-       |  56:-       
  670:   60:-       |  60:-       |  60:-       |  56:nop     |  56:-       
  671:   60:-       |  60:-       |  60:-       |  60:-       |  56:nop     
  672:   60:nop     |  60:-       |  60:-       |  60:-       |  60:-       
  673:   64:-       |  60:nop     |  60:-       |  60:-       |  60:-       
  674:   64:-       |  64:-       |  60:nop     |  60:-       |  60:-       
  675:   64:-       |  64:-       |  64:-       |  60:nop     |  60:-       
  676:   64:-       |  64:-       |  64:-       |  64:-       |  60:nop     
  677:   64:stq     |  64:-       |  64:-       |  64:-       |  64:-       
  678:   68:-       |  64:stq     |  64:-       |  64:-       |  64:-       
  679:   68:-       |  68:-       |  64:stq     |  64:-       |  64:-       
  680:   68:-       |  68:-       |  68:-       |  64:stq     |  64:-       BUS_STORE MEM[4120] = 30 accepted 1
  681:   68:-       |  68:-       |  68:-       |  68:-       |  64:stq     
  682:   68:nop     |  68:-       |  68:-       |  68:-       |  68:-       
  683:   72:-       |  68:nop     |  68:-       |  68:-       |  68:-       
  684:   72:-       |  72:-       |  68:nop     |  68:-       |  68:-       
  685:   72:-       |  72:-       |  72:-       |  68:nop     |  68:-       
  686:   72:-       |  72:-       |  72:-       |  72:-       |  68:nop     
  687:   72:nop     |  72:-       |  72:-       |  72:-       |  72:-       
  688:   76:-       |  72:nop     |  72:-       |  72:-       |  72:-       
  689:   76:-       |  76:-       |  72:nop     |  72:-       |  72:-       
  690:   76:-       |  76:-       |  76:-       |  72:nop     |  72:-       
  691:   76:-       |  76:-       |  76:-       |  76:-       |  72:nop     
  692:   76:nop     |  76:-       |  76:-       |  76:-       |  76:-       
  693:   80:-       |  76:nop     |  76:-       |  76:-       |  76:-       
  694:   80:-       |  80:-       |  76:nop     |  76:-       |  76:-       
  695:   80:-       |  80:-       |  80:-       |  76:nop     |  76:-       
  696:   80:-       |  80:-       |  80:-       |  80:-       |  76:nop     
  697:   80:nop     |  80:-       |  80:-       |  80:-       |  80:-       
  698:   84:-       |  80:nop     |  80:-       |  80:-       |  80:-       
  699:   84:-       |  84:-       |  80:nop     |  80:-       |  80:-       
  700:   84:-       |  84:-       |  84:-       |  80:nop     |  80:-       
  701:   84:-       |  84:-       |  84:-       |  84:-       |  80:nop     
  702:   84:ldq     |  84:-       |  84:-       |  84:-       |  84:-       
  703:   88:-       |  84:ldq     |  84:-       |  84:-       |  84:-       
  704:   88:-       |  88:-       |  84:ldq     |  84:-       |  84:-       
  705:   88:-       |  88:-       |  88:-       |  84:ldq     |  84:-       BUS_LOAD  MEM[4120] accepted 1
  706:   88:-       |  88:-       |  88:-       |  84:ldq     |  84:-       
  707:   88:-       |  88:-       |  88:-       |  84:ldq     |  84:-       
  708:   88:-       |  88:-       |  88:-       |  84:ldq     |  84:-       
  709:   88:-       |  88:-       |  88:-       |  84:ldq     |  84:-       
  710:   88:-       |  88:-       |  88:-       |  88:-       |  84:ldq     r3=30  
  711:   88:nop     |  88:-       |  88:-       |  88:-       |  88:-       
  712:   92:-       |  88:nop     |  88:-       |  88:-       |  88:-       
  713:   92:-       |  92:-       |  88:nop     |  88:-       |  88:-       
  714:   92:-       |  92:-       |  92:-       |  88:nop     |  88:-       
  715:   92:-       |  92:-       |  92:-       |  92:-       |  88:nop     
  716:   92:nop     |  92:-       |  92:-       |  92:-       |  92:-       
  717:   96:-       |  92:nop     |  92:-       |  92:-       |  92:-       
  718:   96:-       |  96:-       |  92:nop     |  92:-       |  92:-       
  719:   96:-       |  96:-       |  96:-       |  92:nop     |  92:-       
  720:   96:-       |  96:-       |  96:-       |  96:-       |  92:nop     
  721:   96:nop     |  96:-       |  96:-       |  96:-       |  96:-       
  722:  100:-       |  96:nop     |  96:-       |  96:-       |  96:-       
  723:  100:-       | 100:-       |  96:nop     |  96:-       |  96:-       
  724:  100:-       | 100:-       | 100:-       |  96:nop     |  96:-       
  725:  100:-       | 100:-       | 100:-       | 100:-       |  96:nop     
  726:  100:nop     | 100:-       | 100:-       | 100:-       | 100:-       
  727:  104:-       | 100:nop     | 100:-       | 100:-       | 100:-       
  728:  104:-       | 104:-       | 100:nop     | 100:-       | 100:-       
  729:  104:-       | 104:-       | 104:-       | 100:nop     | 100:-       
  730:  104:-       | 104:-       | 104:-       | 104:-       | 100:nop     
  731:  104:stq     | 104:-       | 104:-       | 104:-       | 104:-       
  732:  108:-       | 104:stq     | 104:-       | 104:-       | 104:-       
  733:  108:-       | 108:-       | 104:stq     | 104:-       | 104:-       
  734:  108:-       | 108:-       | 108:-       | 104:stq     | 104:-       BUS_STORE MEM[4376] = 30 accepted 1
  735:  108:-       | 108:-       | 108:-       | 108:-       | 104:stq     
  736:  108:nop     | 108:-       | 108:-       | 108:-       | 108:-       
  737:  112:-       | 108:nop     | 108:-       | 108:-       | 108:-       
  738:  112:-       | 112:-       | 108:nop     | 108:-       | 108:-       
  739:  112:-       | 112:-       | 112:-       | 108:nop     | 108:-       
  740:  112:-       | 112:-       | 112:-       | 112:-       | 108:nop     
  741:  112:nop     | 112:-       | 112:-       | 112:-       | 112:-       
  742:  116:-       | 112:nop     | 112:-       | 112:-       | 112:-       
  743:  116:-       | 116:-       | 112:nop     | 112:-       | 112:-       
  744:  116:-       | 116:-       | 116:-       | 112:nop     | 112:-       
  745:  116:-       | 116:-       | 116:-       | 116:-       | 112:nop     
  746:  116:nop     | 116:-       | 116:-       | 116:-       | 116:-       
  747:  120:-       | 116:nop     | 116:-       | 116:-       | 116:-       
  748:  120:-       | 120:-       | 116:nop     | 116:-       | 116:-       
  749:  120:-       | 120:-       | 120:-       | 116:nop     | 116:-       
  750:  120:-       | 120:-       | 120:-       | 120:-       | 116:nop     
  751:  120:nop     | 120:-       | 120:-       | 120:-       | 120:-       
  752:  124:-       | 120:nop     | 120:-       | 120:-       | 120:-       
  753:  124:-       | 124:-       | 120:nop     | 120:-       | 120:-       
  754:  124:-       | 124:-       | 124:-       | 120:nop     | 120:-       
  755:  124:-       | 124:-       | 124:-       | 124:-       | 120:nop     
  756:  124:addq    | 124:-       | 124:-       | 124:-       | 124:-       
  757:  128:-       | 124:addq    | 124:-       | 124:-       | 124:-       
  758:  128:-       | 128:-       | 124:addq    | 124:-       | 124:-       
  759:  128:-       | 128:-       | 128:-       | 124:addq    | 124:-       
  760:  128:-       | 128:-       | 128:-       | 128:-       | 124:addq    r1=4128  
  761:  128:nop     | 128:-       | 128:-       | 128:-       | 128:-       
  762:  132:-       | 128:nop     | 128:-       | 128:-       | 128:-       
  763:  132:-       | 132:-       | 128:nop     | 128:-       | 128:-       
  764:  132:-       | 132:-       | 132:-       | 128:nop     | 128:-       
  765:  132:-       | 132:-       | 132:-       | 132:-       | 128:nop     
  766:  132:nop     | 132:-       | 132:-       | 132:-       | 132:-       
  767:  136:-       | 132:nop     | 132:-       | 132:-       | 132:-       
  768:  136:-       | 136:-       | 132:nop     | 132:-       | 132:-       
  769:  136:-       | 136:-       | 136:-       | 132:nop     | 132:-       
  770:  136:-       | 136:-       | 136:-       | 136:-       | 132:nop     
  771:  136:nop     | 136:-       | 136:-       | 136:-       | 136:-       
  772:  140:-       | 136:nop     | 136:-       | 136:-       | 136:-       
  773:  140:-       | 140:-       | 136:nop     | 136:-       | 136:-       
  774:  140:-       | 140:-       | 140:-       | 136:nop     | 136:-       
  775:  140:-       | 140:-       | 140:-       | 140:-       | 136:nop     
  776:  140:nop     | 140:-       | 140:-       | 140:-       | 140:-       
  777:  144:-       | 140:nop     | 140:-       | 140:-       | 140:-       
  778:  144:-       | 144:-       | 140:nop     | 140:-       | 140:-       
  779:  144:-       | 144:-       | 144:-       | 140:nop     | 140:-       
  780:  144:-       | 144:-       | 144:-       | 144:-       | 140:nop     
  781:  144:addq    | 144:-       | 144:-       | 144:-       | 144:-       
  782:  148:-       | 144:addq    | 144:-       | 144:-       | 144:-       
  783:  148:-       | 148:-       | 144:addq    | 144:-       | 144:-       
  784:  148:-       | 148:-       | 148:-       | 144:addq    | 144:-       
  785:  148:-       | 148:-       | 148:-       | 148:-       | 144:addq    r5=4  
  786:  148:nop     | 148:-       | 148:-       | 148:-       | 148:-       
  787:  152:-       | 148:nop     | 148:-       | 148:-       | 148:-       
  788:  152:-       | 152:-       | 148:nop     | 148:-       | 148:-       
  789:  152:-       | 152:-       | 152:-       | 148:nop     | 148:-       
  790:  152:-       | 152:-       | 152:-       | 152:-       | 148:nop     
  791:  152:nop     | 152:-       | 152:-       | 152:-       | 152:-       
  792:  156:-       | 152:nop     | 152:-       | 152:-       | 152:-       
  793:  156:-       | 156:-       | 152:nop     | 152:-       | 152:-       
  794:  156:-       | 156:-       | 156:-       | 152:nop     | 152:-       
  795:  156:-       | 156:-       | 156:-       | 156:-       | 152:nop     
  796:  156:nop     | 156:-       | 156:-       | 156:-       | 156:-       
  797:  160:-       | 156:nop     | 156:-       | 156:-       | 156:-       
  798:  160:-       | 160:-       | 156:nop     | 156:-       | 156:-       
  799:  160:-       | 160:-       | 160:-       | 156:nop     | 156:-       
  800:  160:-       | 160:-       | 160:-       | 160:-       | 156:nop     
  801:  160:nop     | 160:-       | 160:-       | 160:-       | 160:-       
  802:  164:-       | 160:nop     | 160:-       | 160:-       | 160:-       
  803:  164:-       | 164:-       | 160:nop     | 160:-       | 160:-       
  804:  164:-       | 164:-       | 164:-       | 160:nop     | 160:-       
  805:  164:-       | 164:-       | 164:-       | 164:-       | 160:nop     
  806:  164:cmple   | 164:-       | 164:-       | 164:-       | 164:-       
  807:  168:-       | 164:cmple   | 164:-       | 164:-       | 164:-       
  808:  168:-       | 168:-       | 164:cmple   | 164:-       | 164:-       
  809:  168:-       | 168:-       | 168:-       | 164:cmple   | 164:-       
  810:  168:-       | 168:-       | 168:-       | 168:-       | 164:cmple   r4=1  
  811:  168:nop     | 168:-       | 168:-       | 168:-       | 168:-       
  812:  172:-       | 168:nop     | 168:-       | 168:-       | 168:-       
  813:  172:-       | 172:-       | 168:nop     | 168:-       | 168:-       
  814:  172:-       | 172:-       | 172:-       | 168:nop     | 168:-       
  815:  172:-       | 172:-       | 172:-       | 172:-       | 168:nop     
  816:  172:nop     | 172:-       | 172:-       | 172:-       | 172:-       
  817:  176:-       | 172:nop     | 172:-       | 172:-       | 172:-       
  818:  176:-       | 176:-       | 172:nop     | 172:-       | 172:-       
  819:  176:-       | 176:-       | 176:-       | 172:nop     | 172:-       
  820:  176:-       | 176:-       | 176:-       | 176:-       | 172:nop     
  821:  176:nop     | 176:-       | 176:-       | 176:-       | 176:-       
  822:  180:-       | 176:nop     | 176:-       | 176:-       | 176:-       
  823:  180:-       | 180:-       | 176:nop     | 176:-       | 176:-       
  824:  180:-       | 180:-       | 180:-       | 176:nop     | 176:-       
  825:  180:-       | 180:-       | 180:-       | 180:-       | 176:nop     
  826:  180:nop     | 180:-       | 180:-       | 180:-       | 180:-       
  827:  184:-       | 180:nop     | 180:-       | 180:-       | 180:-       
  828:  184:-       | 184:-       | 180:nop     | 180:-       | 180:-       
  829:  184:-       | 184:-       | 184:-       | 180:nop     | 180:-       
  830:  184:-       | 184:-       | 184:-       | 184:-       | 180:nop     
  831:  184:bne     | 184:-       | 184:-       | 184:-       | 184:-       
  832:  188:-       | 184:bne     | 184:-       | 184:-       | 184:-       
  833:  188:-       | 188:-       | 184:bne     | 184:-       | 184:-       BUS_LOAD  MEM[184] accepted 1
  834:  188:-       | 188:-       | 188:-       | 184:bne     | 184:-       
  835:   44:-       | 188:-       | 188:-       | 188:-       | 184:bne     
  836:   44:mulq    |  44:-       | 188:-       | 188:-       | 188:-       
  837:   48:-       |  44:mulq    |  44:-       | 188:-       | 188:-       
  838:   48:-       |  48:-       |  44:mulq    |  44:-       | 188:-       
  839:   48:-       |  48:-       |  48:-       |  44:mulq    |  44:-       
  840:   48:-       |  48:-       |  48:-       |  48:-       |  44:mulq    r2=40  
  841:   48:nop     |  48:-       |  48:-       |  48:-       |  48:-       
  842:   52:-       |  48:nop     |  48:-       |  48:-       |  48:-       
  843:   52:-       |  52:-       |  48:nop     |  48:-       |  48:-       
  844:   52:-       |  52:-       |  52:-       |  48:nop     |  48:-       
  845:   52:-       |  52:-       |  52:-       |  52:-       |  48:nop     
  846:   52:nop     |  52:-       |  52:-       |  52:-       |  52:-       
  847:   56:-       |  52:nop     |  52:-       |  52:-       |  52:-       
  848:   56:-       |  56:-       |  52:nop     |  52:-       |  52:-       
  849:   56:-       |  56:-       |  56:-       |  52:nop     |  52:-       
  850:   56:-       |  56:-       |  56:-       |  56:-       |  52:nop     
  851:   56:nop     |  56:-       |  56:-       |  56:-       |  56:-       
  852:   60:-       |  56:nop     |  56:-       |  56:-       |  56:-       
  853:   60:-       |  60:-       |  56:nop     |  56:-       |  56:-       
  854:   60:-       |  60:-       |  60:-       |  56:nop     |  56:-       
  855:   60:-       |  60:-       |  60:-       |  60:-       |  56:nop     
  856:   60:nop     |  60:-       |  60:-       |  60:-       |  60:-       
  857:   64:-       |  60:nop     |  60:-       |  60:-       |  60:-       
  858:   64:-       |  64:-       |  60:nop     |  60:-       |  60:-       
  859:   64:-       |  64:-       |  64:-       |  60:nop     |  60:-       
  860:   64:-       |  64:-       |  64:-       |  64:-       |  60:nop     
  861:   64:stq     |  64:-       |  64:-       |  64:-       |  64:-       
  862:   68:-       |  64:stq     |  64:-       |  64:-       |  64:-       
  863:   68:-       |  68:-       |  64:stq     |  64:-       |  64:-       
  864:   68:-       |  68:-       |  68:-       |  64:stq     |  64:-       BUS_STORE MEM[4128] = 40 accepted 1
  865:   68:-       |  68:-       |  68:-       |  68:-       |  64:stq     
  866:   68:nop     |  68:-       |  68:-       |  68:-       |  68:-       
  867:   72:-       |  68:nop     |  68:-       |  68:-       |  68:-       
  868:   72:-       |  72:-       |  68:nop     |  68:-       |  68:-       
  869:   72:-       |  72:-       |  72:-       |  68:nop     |  68:-       
  870:   72:-       |  72:-       |  72:-       |  72:-       |  68:nop     
  871:   72:nop     |  72:-       |  72:-       |  72:-       |  72:-       
  872:   76:-       |  72:nop     |  72:-       |  72:-       |  72:-       
  873:   76:-       |  76:-       |  72:nop     |  72:-       |  72:-       
  874:   76:-       |  76:-       |  76:-       |  72:nop     |  72:-       
  875:   76:-       |  76:-       |  76:-       |  76:-       |  72:nop     
  876:   76:nop     |  76:-       |  76:-       |  76:-       |  76:-       
  877:   80:-       |  76:nop     |  76:-       |  76:-       |  76:-       
  878:   80:-       |  80:-       |  76:nop     |  76:-       |  76:-       
  879:   80:-       |  80:-       |  80:-       |  76:nop     |  76:-       
  880:   80:-       |  80:-       |  80:-       |  80:-       |  76:nop     
  881:   80:nop     |  80:-       |  80:-       |  80:-       |  80:-       
  882:   84:-       |  80:nop     |  80:-       |  80:-       |  80:-       
  883:   84:-       |  84:-       |  80:nop     |  80:-       |  80:-       
  884:   84:-       |  84:-       |  84:-       |  80:nop     |  80:-       
  885:   84:-       |  84:-       |  84:-       |  84:-       |  80:nop     
  886:   84:ldq     |  84:-       |  84:-       |  84:-       |  84:-       
  887:   88:-       |  84:ldq     |  84:-       |  84:-       |  84:-       
  888:   88:-       |  88:-       |  84:ldq     |  84:-       |  84:-       
  889:   88:-       |  88:-       |  88:-       |  84:ldq     |  84:-       BUS_LOAD  MEM[4128] accepted 1
  890:   88:-       |  88:-       |  88:-       |  84:ldq     |  84:-       
  891:   88:-       |  88:-       |  88:-       |  84:ldq     |  84:-       
  892:   88:-       |  88:-       |  88:-       |  84:ldq     |  84:-       
  893:   88:-       |  88:-       |  88:-       |  84:ldq     |  84:-       
  894:   88:-       |  88:-       |  88:-       |  88:-       |  84:ldq     r3=40  
  895:   88:nop     |  88:-       |  88:-       |  88:-       |  88:-       
  896:   92:-       |  88:nop     |  88:-       |  88:-       |  88:-       
  897:   92:-       |  92:-       |  88:nop     |  88:-       |  88:-       
  898:   92:-       |  92:-       |  92:-       |  88:nop     |  88:-       
  899:   92:-       |  92:-       |  92:-       |  92:-       |  88:nop     
  900:   92:nop     |  92:-       |  92:-       |  92:-       |  92:-       
  901:   96:-       |  92:nop     |  92:-       |  92:-       |  92:-       
  902:   96:-       |  96:-       |  92:nop     |  92:-       |  92:-       
  903:   96:-       |  96:-       |  96:-       |  92:nop     |  92:-       
  904:   96:-       |  96:-       |  96:-       |  96:-       |  92:nop     
  905:   96:nop     |  96:-       |  96:-       |  96:-       |  96:-       
  906:  100:-       |  96:nop     |  96:-       |  96:-       |  96:-       
  907:  100:-       | 100:-       |  96:nop     |  96:-       |  96:-       
  908:  100:-       | 100:-       | 100:-       |  96:nop     |  96:-       
  909:  100:-       | 100:-       | 100:-       | 100:-       |  96:nop     
  910:  100:nop     | 100:-       | 100:-       | 100:-       | 100:-       
  911:  104:-       | 100:nop     | 100:-       | 100:-       | 100:-       
  912:  104:-       | 104:-       | 100:nop     | 100:-       | 100:-       
  913:  104:-       | 104:-       | 104:-       | 100:nop     | 100:-       
  914:  104:-       | 104:-       | 104:-       | 104:-       | 100:nop     
  915:  104:stq     | 104:-       | 104:-       | 104:-       | 104:-       
  916:  108:-       | 104:stq     | 104:-       | 104:-       | 104:-       
  917:  108:-       | 108:-       | 104:stq     | 104:-       | 104:-       
  918:  108:-       | 108:-       | 108:-       | 104:stq     | 104:-       BUS_STORE MEM[4384] = 40 accepted 1
  919:  108:-       | 108:-       | 108:-       | 108:-       | 104:stq     
  920:  108:nop     | 108:-       | 108:-       | 108:-       | 108:-       
  921:  112:-       | 108:nop     | 108:-       | 108:-       | 108:-       
  922:  112:-       | 112:-       | 108:nop     | 108:-       | 108:-       
  923:  112:-       | 112:-       | 112:-       | 108:nop     | 108:-       
  924:  112:-       | 112:-       | 112:-       | 112:-       | 108:nop     
  925:  112:nop     | 112:-       | 112:-       | 112:-       | 112:-       
  926:  116:-       | 112:nop     | 112:-       | 112:-       | 112:-       
  927:  116:-       | 116:-       | 112:nop     | 112:-       | 112:-       
  928:  116:-       | 116:-       | 116:-       | 112:nop     | 112:-       
  929:  116:-       | 116:-       | 116:-       | 116:-       | 112:nop     
  930:  116:nop     | 116:-       | 116:-       | 116:-       | 116:-       
  931:  120:-       | 116:nop     | 116:-       | 116:-       | 116:-       
  932:  120:-       | 120:-       | 116:nop     | 116:-       | 116:-       
  933:  120:-       | 120:-       | 120:-       | 116:nop     | 116:-       
  934:  120:-       | 120:-       | 120:-       | 120:-       | 116:nop     
  935:  120:nop     | 120:-       | 120:-       | 120:-       | 120:-       
  936:  124:-       | 120:nop     | 120:-       | 120:-       | 120:-       
  937:  124:-       | 124:-       | 120:nop     | 120:-       | 120:-       
  938:  124:-       | 124:-       | 124:-       | 120:nop     | 120:-       
  939:  124:-       | 124:-       | 124:-       | 124:-       | 120:nop     
  940:  124:addq    | 124:-       | 124:-       | 124:-       | 124:-       
  941:  128:-       | 124:addq    | 124:-       | 124:-       | 124:-       
  942:  128:-       | 128:-       | 124:addq    | 124:-       | 124:-       
  943:  128:-       | 128:-       | 128:-       | 124:addq    | 124:-       
  944:  128:-       | 128:-       | 128:-       | 128:-       | 124:addq    r1=4136  
  945:  128:nop     | 128:-       | 128:-       | 128:-       | 128:-       
  946:  132:-       | 128:nop     | 128:-       | 128:-       | 128:-       
  947:  132:-       | 132:-       | 128:nop     | 128:-       | 128:-       
  948:  132:-       | 132:-       | 132:-       | 128:nop     | 128:-       
  949:  132:-       | 132:-       | 132:-       | 132:-       | 128:nop     
  950:  132:nop     | 132:-       | 132:-       | 132:-       | 132:-       
  951:  136:-       | 132:nop     | 132:-       | 132:-       | 132:-       
  952:  136:-       | 136:-       | 132:nop     | 132:-       | 132:-       
  953:  136:-       | 136:-       | 136:-       | 132:nop     | 132:-       
  954:  136:-       | 136:-       | 136:-       | 136:-       | 132:nop     
  955:  136:nop     | 136:-       | 136:-       | 136:-       | 136:-       
  956:  140:-       | 136:nop     | 136:-       | 136:-       | 136:-       
  957:  140:-       | 140:-       | 136:nop     | 136:-       | 136:-       
  958:  140:-       | 140:-       | 140:-       | 136:nop     | 136:-       
  959:  140:-       | 140:-       | 140:-       | 140:-       | 136:nop     
  960:  140:nop     | 140:-       | 140:-       | 140:-       | 140:-       
  961:  144:-       | 140:nop     | 140:-       | 140:-       | 140:-       
  962:  144:-       | 144:-       | 140:nop     | 140:-       | 140:-       
  963:  144:-       | 144:-       | 144:-       | 140:nop     | 140:-       
  964:  144:-       | 144:-       | 144:-       | 144:-       | 140:nop     
  965:  144:addq    | 144:-       | 144:-       | 144:-       | 144:-       
  966:  148:-       | 144:addq    | 144:-       | 144:-       | 144:-       
  967:  148:-       | 148:-       | 144:addq    | 144:-       | 144:-       
  968:  148:-       | 148:-       | 148:-       | 144:addq    | 144:-       
  969:  148:-       | 148:-       | 148:-       | 148:-       | 144:addq    r5=5  
  970:  148:nop     | 148:-       | 148:-       | 148:-       | 148:-       
  971:  152:-       | 148:nop     | 148:-       | 148:-       | 148:-       
